"CIE10","DESCRIPCION DIAGNOSTICO","GENERO","NÚMERO DE INCAPACIDADES","DIAS TOTALES INCAPACIDAD","PROMEDIO DIAS POR INCAPACIDAD","PERIODO DE CONSULTA"
"S525","FRACTURA DE LA EPIFISIS INFERIOR DEL RADIO","F","43","1,164","27.06976744186","01/01/2024-31/12/2024"
"S600","CONTUSION DE DEDO(S) DE LA MANO, SIN DANO DE LA(S) UNA(S)","F","5","15","3","01/01/2024-31/12/2024"
"S623","FRACTURA DE OTROS HUESOS METACARPIANOS","F","1","30","30","01/01/2024-31/12/2024"
"C73X","TUMOR MALIGNO DE LA GLANDULA TIROIDES","F","1","3","3","01/01/2024-31/12/2024"
"D179","TUMOR BENIGNO LIPOMATOSO, DE SITIO NO ESPECIFICADO","F","1","5","5","01/01/2024-31/12/2024"
"D489","TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO, DE SITIO NO ESPECIFICADO","F","1","2","2","01/01/2024-31/12/2024"
"F411","TRASTORNO DE ANSIEDAD GENERALIZADA","F","2","3","1.5","01/01/2024-31/12/2024"
"F412","TRASTORNO MIXTO DE ANSIEDAD Y DEPRESION","F","10","135","13.5","01/01/2024-31/12/2024"
"F439","REACCION AL ESTRES GRAVE, NO ESPECIFICADA","F","1","3","3","01/01/2024-31/12/2024"
"G448","OTROS SINDROMES DE CEFALEA ESPECIFICADOS","F","4","10","2.5","01/01/2024-31/12/2024"
"H608","OTRAS OTITIS EXTERNAS","F","3","8","2.66666666667","01/01/2024-31/12/2024"
"I872","INSUFICIENCIA VENOSA (CRONICA) (PERIFERICA)","F","3","9","3","01/01/2024-31/12/2024"
"J010","SINUSITIS MAXILAR AGUDA","F","2","10","5","01/01/2024-31/12/2024"
"J011","SINUSITIS FRONTAL AGUDA","F","1","4","4","01/01/2024-31/12/2024"
"J050","LARINGITIS OBSTRUCTIVA, AGUDA [CRUP]","F","1","2","2","01/01/2024-31/12/2024"
"J40X","BRONQUITIS, NO ESPECIFICADA COMO AGUDA O CRONICA","F","3","5","1.66666666667","01/01/2024-31/12/2024"
"J46X","ESTADO ASMATICO","F","6","15","2.5","01/01/2024-31/12/2024"
"K083","RAIZ DENTAL RETENIDA","F","19","35","1.84210526316","01/01/2024-31/12/2024"
"K132","LEUCOPLASIA Y OTRAS ALTERACIONES DEL EPITELIO BUCAL, INCLUYENDO LA LENGUA","F","1","5","5","01/01/2024-31/12/2024"
"K135","FIBROSIS DE LA SUBMUCOSA BUCAL","F","1","2","2","01/01/2024-31/12/2024"
"K37X","APENDICITIS, NO ESPECIFICADA","F","17","250","14.70588235294","01/01/2024-31/12/2024"
"K432","HERNIA INCISIONAL SIN OBSTRUCCIÓN O GANGRENA","F","6","92","15.33333333333","01/01/2024-31/12/2024"
"K469","HERNIA ABDOMINAL NO ESPECIFICADA, SIN OBSTRUCCION NI GANGRENA","F","1","15","15","01/01/2024-31/12/2024"
"K522","COLITIS Y GASTROENTERITIS ALERGICAS Y DIETETICAS","F","2","2","1","01/01/2024-31/12/2024"
"L500","URTICARIA ALERGICA","F","9","34","3.77777777778","01/01/2024-31/12/2024"
"M069","ARTRITIS REUMATOIDE, NO ESPECIFICADA","F","1","30","30","01/01/2024-31/12/2024"
"M158","OTRAS POLIARTROSIS","F","1","30","30","01/01/2024-31/12/2024"
"M544","LUMBAGO CON CIATICA","F","43","139","3.23255813953","01/01/2024-31/12/2024"
"M626","DISTENSION MUSCULAR","F","1","2","2","01/01/2024-31/12/2024"
"M674","GANGLION","F","4","40","10","01/01/2024-31/12/2024"
"M688","OTROS TRASTORNOS SINOVIALES Y TENDINOSOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE","F","2","7","3.5","01/01/2024-31/12/2024"
"M751","SINDROME DEL MANGUITO ROTATORIO","F","24","340","14.16666666667","01/01/2024-31/12/2024"
"N351","ESTRECHEZ URETRAL POSTINFECCION, NO CLASIFICADA EN OTRA PARTE","F","1","1","1","01/01/2024-31/12/2024"
"N361","DIVERTICULO DE LA URETRA","F","1","15","15","01/01/2024-31/12/2024"
"N830","QUISTE FOLICULAR DEL OVARIO","F","2","21","10.5","01/01/2024-31/12/2024"
"O054","OTRO ABORTO INCOMPLETO, SIN COMPLICACION","F","2","20","10","01/01/2024-31/12/2024"
"O342","ATENCION MATERNA POR CICATRIZ UTERINA DEBIDA A CIRUGIA PREVIA","F","17","2,070","121.76470588235","01/01/2024-31/12/2024"
"R104","OTROS DOLORES ABDOMINALES Y LOS NO ESPECIFICADOS","F","115","263","2.28695652174","01/01/2024-31/12/2024"
"R268","OTRAS ANORMALIDADES DE LA MARCHA Y DE LA MOVILIDAD Y LAS NO ESPECIFICADAS","F","1","4","4","01/01/2024-31/12/2024"
"R300","DISURIA","F","1","2","2","01/01/2024-31/12/2024"
"R458","OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL","F","1","134","134","01/01/2024-31/12/2024"
"R509","FIEBRE, NO ESPECIFICADA","F","77","231","3","01/01/2024-31/12/2024"
"S400","CONTUSION DEL HOMBRO Y DEL BRAZO","F","20","94","4.7","01/01/2024-31/12/2024"
"S507","TRAUMATISMOS SUPERFICIALES MULTIPLES DEL ANTEBRAZO","F","1","3","3","01/01/2024-31/12/2024"
"S526","FRACTURA DE LA EPIFISIS INFERIOR DEL CUBITO Y DEL RADIO","F","7","210","30","01/01/2024-31/12/2024"
"S619","HERIDA DE LA MUNECA Y DE LA MANO, PARTE NO ESPECIFICADA","F","4","12","3","01/01/2024-31/12/2024"
"S720","FRACTURA DEL CUELLO DE FEMUR","F","1","30","30","01/01/2024-31/12/2024"
"S901","CONTUSION DE DEDO(S) DEL PIE SIN DANO DE LA(S) UNA(S)","F","2","21","10.5","01/01/2024-31/12/2024"
"S923","FRACTURA DE HUESO DEL METATARSO","F","9","228","25.33333333333","01/01/2024-31/12/2024"
"V029","PEATON LESIONADO POR COLISION CON VEHICULO  DE MOTOR DE DOS O TRES RUEDAS, ACCIDENTE NO ESPECIFICADO COMO DE TRANSITO O NO DE TRANSITO","F","1","5","5","01/01/2024-31/12/2024"
"M754","SINDROME DE ABDUCCION DOLOROSA DEL HOMBRO","F","2","33","16.5","01/01/2024-31/12/2024"
"V030","PEATON LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, ACCIDENTE NO DE TRANSITO","F","1","2","2","01/01/2024-31/12/2024"
"V234","MOTOCICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, CONDUCTOR LESIONADO EN ACCIDENTE DE TRANSITO","F","1","5","5","01/01/2024-31/12/2024"
"A09X","DIARREA Y GASTROENTERITIS DE PRESUNTO ORIGEN INFECCIOSO","F","171","405","2.36842105263","01/01/2024-31/12/2024"
"B980","HELICOBACTER PYLORI [H.PYLORI] COMO LA CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS","F","1","6","6","01/01/2024-31/12/2024"
"C443","TUMOR MALIGNO DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA","F","25","65","2.6","01/01/2024-31/12/2024"
"C672","TUMOR MALIGNO DE LA PARED LATERAL DE LA VEJIGA","F","1","15","15","01/01/2024-31/12/2024"
"D259","LEIOMIOMA DEL UTERO, SIN OTRA ESPECIFICACION","F","10","199","19.9","01/01/2024-31/12/2024"
"D649","ANEMIA DE TIPO NO ESPECIFICADO","F","2","33","16.5","01/01/2024-31/12/2024"
"E882","LIPOMATOSIS, NO CLASIFICADA EN OTRA PARTE","F","1","2","2","01/01/2024-31/12/2024"
"F064","TRASTORNO DE ANSIEDAD, ORGANICO","F","2","5","2.5","01/01/2024-31/12/2024"
"F418","OTROS TRASTORNOS DE ANSIEDAD ESPECIFICADOS","F","2","2","1","01/01/2024-31/12/2024"
"H200","IRIDOCICLITIS AGUDA Y SUBAGUDA","F","5","5","1","01/01/2024-31/12/2024"
"H218","OTROS TRASTORNOS ESPECIFICADOS DEL IRIS Y DEL CUERPO CILIAR","F","1","3","3","01/01/2024-31/12/2024"
"H619","TRASTORNO DEL OIDO EXTERNO, NO ESPECIFICADO","F","1","3","3","01/01/2024-31/12/2024"
"H669","OTITIS MEDIA, NO ESPECIFICADA","F","3","5","1.66666666667","01/01/2024-31/12/2024"
"J189","NEUMONIA, NO ESPECIFICADA","F","9","37","4.11111111111","01/01/2024-31/12/2024"
"K297","GASTRITIS, NO ESPECIFICADA","F","23","45","1.95652173913","01/01/2024-31/12/2024"
"K352","APENDICITIS AGUDA CON PERITONITIS GENERALIZADA","F","1","30","30","01/01/2024-31/12/2024"
"K528","OTRAS COLITIS Y GASTROENTERITIS NO INFECCIOSAS ESPECIFICADAS","F","5","14","2.8","01/01/2024-31/12/2024"
"K591","DIARREA FUNCIONAL","F","1","1","1","01/01/2024-31/12/2024"
"K642","HEMORROIDES DE TERCER GRADO","F","3","6","2","01/01/2024-31/12/2024"
"K766","HIPERTENSION PORTAL","F","1","15","15","01/01/2024-31/12/2024"
"K808","OTRAS COLELITIASIS","F","24","151","6.29166666667","01/01/2024-31/12/2024"
"K922","HEMORRAGIA GASTROINTESTINAL, NO ESPECIFICADA","F","1","1","1","01/01/2024-31/12/2024"
"M161","OTRAS COXARTROSIS PRIMARIAS","F","2","32","16","01/01/2024-31/12/2024"
"M233","OTROS TRASTORNOS DE LOS MENISCOS","F","4","54","13.5","01/01/2024-31/12/2024"
"M705","OTRAS BURSITIS DE LA RODILLA","F","4","42","10.5","01/01/2024-31/12/2024"
"M752","TENDINITIS DEL BICEPS","F","1","4","4","01/01/2024-31/12/2024"
"M773","ESPOLON CALCANEO","F","1","3","3","01/01/2024-31/12/2024"
"M950","DEFORMIDAD ADQUIRIDA DE LA NARIZ","F","3","45","15","01/01/2024-31/12/2024"
"N390","INFECCION DE VIAS URINARIAS, SITIO NO ESPECIFICADO","F","84","307","3.65476190476","01/01/2024-31/12/2024"
"N61X","TRASTORNOS INFLAMATORIOS DE LA MAMA","F","5","9","1.8","01/01/2024-31/12/2024"
"N750","QUISTE DE LA GLANDULA DE BARTHOLIN","F","8","57","7.125","01/01/2024-31/12/2024"
"N751","ABSCESO DE LA GLANDULA DE BARTHOLIN","F","1","5","5","01/01/2024-31/12/2024"
"N760","VAGINITIS AGUDA","F","1","3","3","01/01/2024-31/12/2024"
"N813","PROLAPSO UTEROVAGINAL COMPLETO","F","1","30","30","01/01/2024-31/12/2024"
"N819","PROLAPSO GENITAL FEMENINO, NO ESPECIFICADO","F","2","60","30","01/01/2024-31/12/2024"
"O100","HIPERTENSION ESENCIAL PREEXISTENTE QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO","F","1","15","15","01/01/2024-31/12/2024"
"O231","INFECCION DE LA VEJIGA URINARIA EN EL EMBARAZO","F","1","8","8","01/01/2024-31/12/2024"
"O239","OTRAS INFECCIONES Y LAS NO ESPECIFICADAS DE LAS VIAS GENITOURINARIAS EN EL EMBARAZO","F","1","15","15","01/01/2024-31/12/2024"
"O324","ATENCION MATERNA POR CABEZA ALTA EN GESTACION A TERMINO","F","1","126","126","01/01/2024-31/12/2024"
"O651","TRABAJO DE PARTO OBSTRUIDO DEBIDO A ESTRECHEZ GENERAL DE LA PELVIS","F","1","126","126","01/01/2024-31/12/2024"
"Q644","MALFORMACION DEL URACO","F","1","12","12","01/01/2024-31/12/2024"
"R220","TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN LA CABEZA","F","1","5","5","01/01/2024-31/12/2024"
"R456","VIOLENCIA FISICA","F","5","40","8","01/01/2024-31/12/2024"
"R490","DISFONIA","F","4","13","3.25","01/01/2024-31/12/2024"
"R522","OTRO DOLOR CRONICO","F","12","64","5.33333333333","01/01/2024-31/12/2024"
"S024","FRACTURA DEL MALAR Y DEL HUESO MAXILAR SUPERIOR","F","5","80","16","01/01/2024-31/12/2024"
"S098","OTROS TRAUMATISMOS DE LA CABEZA, ESPECIFICADOS","F","5","17","3.4","01/01/2024-31/12/2024"
"S223","FRACTURA DE COSTILLA","F","1","7","7","01/01/2024-31/12/2024"
"S423","FRACTURA DE LA DIAFISIS DEL HUMERO","F","1","30","30","01/01/2024-31/12/2024"
"S518","HERIDA DE OTRAS PARTES DEL ANTEBRAZO","F","1","1","1","01/01/2024-31/12/2024"
"S635","ESGUINCE Y TORCEDURA DE LA MUNECA","F","1","6","6","01/01/2024-31/12/2024"
"M791","MIALGIA","F","10","28","2.8","01/01/2024-31/12/2024"
"S662","TRAUMATISMO DEL TENDON Y MUSCULO EXTENSOR DEL PULGAR A NIVEL DE LA MUNECA Y DE LA MANO","F","2","60","30","01/01/2024-31/12/2024"
"V289","MOTOCICLISTA LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISION, MOTOCICLISTA NO ESPECIFICADO, LESIONADO EN ACCIDENTE DE TRANSITO","F","2","13","6.5","01/01/2024-31/12/2024"
"V800","JINETE U OCUPANTE DE VEHICULO DE TRACCION ANIMAL LESIONADO POR CAIDA (O POR SER DESPEDIDO) DEL ANIMAL O DEL VEHICULO DE TRACCION ANIMAL, EN ACCIDENTE SIN COLISION","F","1","1","1","01/01/2024-31/12/2024"
"W507","APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA, GRANJA","F","1","5","5","01/01/2024-31/12/2024"
"W544","MORDEDURA O ATAQUE DE PERRO, CALLES Y CARRETERAS","F","5","49","9.8","01/01/2024-31/12/2024"
"W570","MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTROPODOS NO VENENOSOS, VIVIENDA","F","2","6","3","01/01/2024-31/12/2024"
"Z370","NACIDO VIVO, UNICO","F","3","378","126","01/01/2024-31/12/2024"
"Z619","PROBLEMAS RELACIONADOS CON EXPERIENCIA NEGATIVA NO ESPECIFICADA EN LA INFANCIA","F","1","2","2","01/01/2024-31/12/2024"
"S700","CONTUSION DE LA CADERA","F","6","25","4.16666666667","01/01/2024-31/12/2024"
"S729","FRACTURA DEL FEMUR, PARTE NO ESPECIFICADA","F","2","60","30","01/01/2024-31/12/2024"
"S925","FRACTURA DE LOS HUESOS DE OTRO(S) DEDO(S) DEL PIE","F","6","101","16.83333333333","01/01/2024-31/12/2024"
"V205","MOTOCICLISTA LESIONADO POR COLISION CON PEATON O ANIMAL, PASAJERO LESIONADO EN ACCIDENTE DE TRANSITO","F","2","17","8.5","01/01/2024-31/12/2024"
"W541","MORDEDURA O ATAQUE DE PERRO, INSTITUCION RESIDENCIAL","F","1","5","5","01/01/2024-31/12/2024"
"W552","MORDEDURA O ATAQUE DE OTROS MAMIFEROS, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS","F","1","2","2","01/01/2024-31/12/2024"
"Z961","PRESENCIA DE LENTES INTRAOCULARES","F","3","45","15","01/01/2024-31/12/2024"
"Z988","OTROS ESTADOS POSTQUIRURGICOS ESPECIFICADOS","F","63","1,514","24.03174603175","01/01/2024-31/12/2024"
"V892","PERSONA LESIONADA EN ACCIDENTE DE TRANSITO, DE VEHICULO DE MOTOR NO ESPECIFICADO","F","1","5","5","01/01/2024-31/12/2024"
"X238","CONTACTO TRAUMATICO CON AVISPONES, AVISPAS Y ABEJAS, OTRO LUGAR ESPECIFICADO","F","1","3","3","01/01/2024-31/12/2024"
"Z010","EXAMEN DE OJOS Y DE LA VISION","F","1","1","1","01/01/2024-31/12/2024"
"Z348","SUPERVISION DE OTROS EMBARAZOS NORMALES","F","2","28","14","01/01/2024-31/12/2024"
"Z390","ATENCION Y EXAMEN INMEDIATAMENTE DESPUES DEL PARTO","F","1","126","126","01/01/2024-31/12/2024"
"S009","TRAUMATISMO SUPERFICIAL DE LA CABEZA, PARTE NO ESPECIFICADA","F","4","17","4.25","01/01/2024-31/12/2024"
"S011","HERIDA DEL PARPADO Y DE LA REGION PERIOCULAR","F","1","8","8","01/01/2024-31/12/2024"
"S300","CONTUSION DE LA REGION LUMBOSACRA Y DE LA PELVIS","F","4","15","3.75","01/01/2024-31/12/2024"
"S411","HERIDA DEL BRAZO","F","1","5","5","01/01/2024-31/12/2024"
"S622","FRACTURA DEL PRIMER METACARPIANO","F","3","90","30","01/01/2024-31/12/2024"
"S730","LUXACION DE LA CADERA","F","2","45","22.5","01/01/2024-31/12/2024"
"S800","CONTUSION DE LA RODILLA","F","26","146","5.61538461538","01/01/2024-31/12/2024"
"S808","OTROS TRAUMATISMOS SUPERFICIALES DE LA PIERNA","F","1","3","3","01/01/2024-31/12/2024"
"S817","HERIDAS MULTIPLES DE LA PIERNA","F","4","95","23.75","01/01/2024-31/12/2024"
"S825","FRACTURA DEL MALEOLO INTERNO","F","3","63","21","01/01/2024-31/12/2024"
"S826","FRACTURA DEL MALEOLO EXTERNO","F","6","144","24","01/01/2024-31/12/2024"
"S834","ESGUINCES Y TORCEDURAS QUE COMPROMETEN LOS LIGAMENTOS LATERALES (EXTERNO) (INTERNO) DE LA RODILLA","F","1","5","5","01/01/2024-31/12/2024"
"S880","AMPUTACION TRAUMATICA A NIVEL DE LA RODILLA","F","1","5","5","01/01/2024-31/12/2024"
"S903","CONTUSION DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL PIE","F","11","44","4","01/01/2024-31/12/2024"
"T182","CUERPO EXTRANO EN EL ESTOMAGO","F","1","2","2","01/01/2024-31/12/2024"
"V229","MOTOCICLISTA LESIONADO POR COLISION CON VEHICULO DE MOTOR DE DOS O TRES RUEDAS, MOTOCICLISTA NO ESPECIFICADO, LESIONADO EN ACCIDENTE DE TRANSITO","F","2","8","4","01/01/2024-31/12/2024"
"V475","OCUPANTE DE AUTOMOVIL LESIONADO  POR  COLISION CON OBJETO FIJO O ESTACIONADO, CONDUCTOR LESIONADO EN ACCIDENTE DE TRANSITO","F","1","3","3","01/01/2024-31/12/2024"
"W547","MORDEDURA O ATAQUE DE PERRO, GRANJA","F","1","7","7","01/01/2024-31/12/2024"
"Z309","ASISTENCIA PARA LA ANTICONCEPCION, NO ESPECIFICADA","F","11","62","5.63636363636","01/01/2024-31/12/2024"
"Z359","SUPERVISION DE EMBARAZO DE ALTO RIESGO, SIN OTRA ESPECIFICACION","F","58","1,184","20.41379310345","01/01/2024-31/12/2024"
"S510","HERIDA DEL CODO","F","1","2","2","01/01/2024-31/12/2024"
"S599","TRAUMATISMO NO ESPECIFICADO DEL ANTEBRAZO","F","1","15","15","01/01/2024-31/12/2024"
"S667","TRAUMATISMO DE MULTIPLES TENDONES Y MUSCULOS EXTENSORES A NIVEL DE LA MUNECA Y DE LA MANO","F","1","30","30","01/01/2024-31/12/2024"
"S821","FRACTURA DE LA EPIFISIS SUPERIOR DE LA TIBIA","F","5","110","22","01/01/2024-31/12/2024"
"S835","ESGUINCES Y TORCEDURAS QUE COMPROMETEN EL LIGAMENTO CRUZADO (ANTERIOR) (POSTERIOR) DE LA RODILLA","F","3","90","30","01/01/2024-31/12/2024"
"T844","COMPLICACION MECANICA DE OTROS DISPOSITIVOS PROTESICOS, IMPLANTES E INJERTOS ORTOPEDICOS INTERNOS","F","1","30","30","01/01/2024-31/12/2024"
"R51X","CEFALEA","F","113","375","3.3185840708","01/01/2024-31/12/2024"
"V021","PEATON LESIONADO POR COLISION CON VEHICULO DE MOTOR DE DOS O TRES RUEDAS, ACCIDENTE DE TRANSITO","F","2","5","2.5","01/01/2024-31/12/2024"
"V239","MOTOCICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, MOTOCICLISTA NO ESPECIFICADO, LESION EN ACCIDENTE DE TRANSITO","F","1","7","7","01/01/2024-31/12/2024"
"W798","INHALACION E INGESTION DE ALIMENTO QUE CAUSA OBSTRUCCION DE LAS VIAS RESPIRATORIAS, OTRO LUGAR ESPECIFICADO","F","1","2","2","01/01/2024-31/12/2024"
"Z302","ESTERILIZACION","F","57","760","13.33333333333","01/01/2024-31/12/2024"
"S663","TRAUMATISMO DEL TENDON Y MUSCULO EXTENSOR DE OTRO(S) DEDO(S) A NIVEL DE LA MUNECA Y DE LA MANO","F","4","93","23.25","01/01/2024-31/12/2024"
"S701","CONTUSION DEL MUSLO","F","1","5","5","01/01/2024-31/12/2024"
"S912","HERIDA DE DEDO(S) DEL PIE CON DANO(S) DE LA(S) UNA(S)","F","1","2","2","01/01/2024-31/12/2024"
"S999","TRAUMATISMO DEL PIE Y DEL TOBILLO, NO ESPECIFICADO","F","1","2","2","01/01/2024-31/12/2024"
"T189","CUERPO EXTRANO EN EL TUBO DIGESTIVO, PARTE NO ESPECIFICADA","F","1","3","3","01/01/2024-31/12/2024"
"T242","QUEMADURA DE LA CADERA Y MIEMBRO INFERIOR, DE SEGUNDO GRADO , EXCEPTO TOBILLO Y PIE","F","1","6","6","01/01/2024-31/12/2024"
"W540","MORDEDURA O ATAQUE DE PERRO, VIVIENDA","F","1","3","3","01/01/2024-31/12/2024"
"X239","CONTACTO TRAUMATICO CON AVISPONES, AVISPAS Y ABEJAS, LUGAR NO ESPECIFICADO","F","1","1","1","01/01/2024-31/12/2024"
"X830","LESION AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS, VIVIENDA","F","1","2","2","01/01/2024-31/12/2024"
"Y838","OTROS PROCEDIMIENTOS QUIRURGICOS","F","1","15","15","01/01/2024-31/12/2024"
"Z000","EXAMEN MEDICO GENERAL","F","2","4","2","01/01/2024-31/12/2024"
"Z340","SUPERVISION DE PRIMER EMBARAZO NORMAL","F","1","2","2","01/01/2024-31/12/2024"
"A46X","ERISIPELA","F","2","13","6.5","01/01/2024-31/12/2024"
"A970","DENGUE SIN SIGNOS DE ALARMA","F","199","801","4.02512562814","01/01/2024-31/12/2024"
"B07X","VERRUGAS VIRICAS","F","1","2","2","01/01/2024-31/12/2024"
"B829","PARASITOSIS INTESTINAL, SIN OTRA ESPECIFICACION","F","1","2","2","01/01/2024-31/12/2024"
"D220","NEVO MELANOCITICO DEL LABIO","F","1","3","3","01/01/2024-31/12/2024"
"D223","NEVO MELANOCITICO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA","F","15","37","2.46666666667","01/01/2024-31/12/2024"
"D234","TUMOR BENIGNO DE LA PIEL DEL CUERO CABELLUDO Y DEL CUELLO","F","5","13","2.6","01/01/2024-31/12/2024"
"D251","LEIOMIOMA INTRAMURAL DEL UTERO","F","2","60","30","01/01/2024-31/12/2024"
"D696","TROMBOCITOPENIA NO ESPECIFICADA","F","3","11","3.66666666667","01/01/2024-31/12/2024"
"E840","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","F","1","10","10","01/01/2024-31/12/2024"
"F510","INSOMNIO NO ORGANICO","F","1","1","1","01/01/2024-31/12/2024"
"G431","MIGRANA CON AURA [MIGRANA CLASICA]","F","15","38","2.53333333333","01/01/2024-31/12/2024"
"G442","CEFALEA DEBIDA A TENSION","F","8","15","1.875","01/01/2024-31/12/2024"
"G454","AMNESIA GLOBAL TRANSITORIA","F","1","2","2","01/01/2024-31/12/2024"
"H103","CONJUNTIVITIS AGUDA, NO ESPECIFICADA","F","1","2","2","01/01/2024-31/12/2024"
"H269","CATARATA, NO ESPECIFICADA","F","1","30","30","01/01/2024-31/12/2024"
"I209","ANGINA DE PECHO, NO ESPECIFICADA","F","2","5","2.5","01/01/2024-31/12/2024"
"I499","ARRITMIA CARDIACA, NO ESPECIFICADA","F","1","6","6","01/01/2024-31/12/2024"
"I618","OTRAS HEMORRAGIAS INTRAENCEFALICAS","F","1","15","15","01/01/2024-31/12/2024"
"I803","FLEBITIS Y TROMBOFLEBITIS DE LOS MIEMBROS INFERIORES, NO ESPECIFICADA","F","1","10","10","01/01/2024-31/12/2024"
"I828","EMBOLIA Y TROMBOSIS DE OTRAS VENAS ESPECIFICADAS","F","2","11","5.5","01/01/2024-31/12/2024"
"I843","HEMORROIDES EXTERNAS TROMBOSADAS","F","1","1","1","01/01/2024-31/12/2024"
"J030","AMIGDALITIS ESTREPTOCOCICA","F","5","10","2","01/01/2024-31/12/2024"
"J040","LARINGITIS AGUDA","F","4","14","3.5","01/01/2024-31/12/2024"
"J342","DESVIACION DEL TABIQUE NASAL","F","35","499","14.25714285714","01/01/2024-31/12/2024"
"J399","ENFERMEDAD DE LAS VIAS RESPIRATORIAS SUPERIORES, NO ESPECIFICADA","F","1","3","3","01/01/2024-31/12/2024"
"K001","DIENTES SUPERNUMERARIOS","F","1","4","4","01/01/2024-31/12/2024"
"K010","DIENTES INCLUIDOS","F","131","460","3.51145038168","01/01/2024-31/12/2024"
"K291","OTRAS GASTRITIS AGUDAS","F","5","19","3.8","01/01/2024-31/12/2024"
"K359","APENDICITIS AGUDA, NO ESPECIFICADA","F","44","512","11.63636363636","01/01/2024-31/12/2024"
"K409","HERNIA INGUINAL UNILATERAL O NO ESPECIFICADA, SIN OBSTRUCCION NI GANGRENA","F","14","163","11.64285714286","01/01/2024-31/12/2024"
"K429","HERNIA UMBILICAL SIN OBSTRUCCION NI GANGRENA","F","41","481","11.73170731707","01/01/2024-31/12/2024"
"K919","TRASTORNO NO ESPECIFICADO DEL SISTEMA DIGESTIVO CONSECUTIVO A PROCEDIMIENTOS","F","1","1","1","01/01/2024-31/12/2024"
"M059","ARTRITIS REUMATOIDEA SEROPOSITIVA, SIN OTRA ESPECIFICACION","F","1","10","10","01/01/2024-31/12/2024"
"M238","OTROS TRASTORNOS INTERNOS DE LA RODILLA","F","3","9","3","01/01/2024-31/12/2024"
"M720","FIBROMATOSIS DE LA APONEUROSIS PALMAR [DUPUYTREN]","F","1","30","30","01/01/2024-31/12/2024"
"M930","DESLIZAMIENTO DE LA EPIFISIS FEMORAL SUPERIOR (NO TRAUMATICO)","F","2","60","30","01/01/2024-31/12/2024"
"N301","CISTITIS INTERSTICIAL (CRONICA)","F","1","3","3","01/01/2024-31/12/2024"
"N710","ENFERMEDAD INFLAMATORIA AGUDA DEL UTERO","F","1","2","2","01/01/2024-31/12/2024"
"N832","OTROS QUISTES OVARICOS Y LOS NO ESPECIFICADOS","F","8","79","9.875","01/01/2024-31/12/2024"
"N840","POLIPO DEL CUERPO DEL UTERO","F","2","14","7","01/01/2024-31/12/2024"
"N871","DISPLASIA CERVICAL MODERADA","F","2","14","7","01/01/2024-31/12/2024"
"O021","ABORTO RETENIDO","F","25","211","8.44","01/01/2024-31/12/2024"
"O069","ABORTO NO ESPECIFICADO COMPLETO O NO ESPECIFICADO, SIN COMPLICACION","F","1","2","2","01/01/2024-31/12/2024"
"O471","FALSO TRABAJO DE PARTO A LAS 37 Y MAS SEMANAS COMPLETAS DE GESTACION","F","5","286","57.2","01/01/2024-31/12/2024"
"O679","HEMORRAGIA INTRAPARTO, NO ESPECIFICADA","F","1","126","126","01/01/2024-31/12/2024"
"O809","PARTO UNICO ESPONTANEO, SIN OTRA ESPECIFICACION","F","4","506","126.5","01/01/2024-31/12/2024"
"O829","PARTO POR CESAREA, SIN OTRA ESPECIFICACION","F","110","14,112","128.29090909091","01/01/2024-31/12/2024"
"R040","EPISTAXIS","F","1","2","2","01/01/2024-31/12/2024"
"R13X","DISFAGIA","F","1","8","8","01/01/2024-31/12/2024"
"R31X","HEMATURIA, NO ESPECIFICADA","F","1","3","3","01/01/2024-31/12/2024"
"R32X","INCONTINENCIA URINARIA, NO ESPECIFICADA","F","6","92","15.33333333333","01/01/2024-31/12/2024"
"A91X","FIEBRE DEL DENGUE HEMORRAGICO","F","1","3","3","01/01/2024-31/12/2024"
"A971","DENGUE CON SIGNOS DE ALARMA","F","99","677","6.83838383838","01/01/2024-31/12/2024"
"B269","PAROTIDITIS, SIN COMPLICACIONES","F","1","5","5","01/01/2024-31/12/2024"
